City_ID,City,Country,Lat,Lng,Max Temp,Humidity (%),Cloudiness (%),Wind Speed,Current Description
333,Coihaique,CL,-45.5752,-72.0662,27.21,93,100,0.0,fog
334,Lorengau,PG,-2.0226,147.2712,85.48,65,97,11.05,overcast clouds
335,Strezhevoy,RU,60.7333,77.5889,66.9,64,27,10.45,scattered clouds
336,Krasnoarmeysk,RU,51.0239,45.6969,64.38,73,14,9.15,few clouds
337,Laguna,US,38.421,-121.4238,88.39,58,0,6.91,clear sky
338,Arica,CL,-18.475,-70.3042,61.03,77,100,2.3,overcast clouds
339,Lang Son,VN,21.8333,106.7333,80.8,83,100,2.17,overcast clouds
340,Kashi,CN,39.4547,75.9797,81.61,22,20,8.95,few clouds
341,Manyana,BW,-23.4,21.7167,46.11,44,0,7.92,clear sky
342,Karratha,AU,-20.7377,116.8463,79.27,55,45,16.64,scattered clouds
343,Faranah,GN,10.0404,-10.7434,71.13,95,99,7.54,overcast clouds
